text,domain
"Student #2: I speak Thai. Your English is fine, too. You are from Trinadad, right? What is your native language?",overheard
Student #1: English.,overheard
,overheard
"Black teenage girl on cell: I don't care if he is a skinny white dude. I'm telling you right now, as long as I don't have my period I'm gonna screw that cracker.",overheard
,overheard
Tween boy #1: Do you want to rent,overheard
"Tween boy #2: No, I've seen it.",overheard
Tween boy #1: So?,overheard
Tween boy #2: I don't like watching movies I've seen already.,overheard
Tween boy #1: How about Ice Age,overheard
Tween boy #2: Seen it.,overheard
"Tween boy #1, to video clerk: Do you have Bridge Over the River Kwai",overheard
,overheard
"Girl #1, watching clean-cut white guy who is playing his clarinet for money: What's he doing peddling on a subway?",overheard
Girl #2: Do we have to give him money because he's white?,overheard
,overheard
"Barista: Man, I need some Vicodin.",overheard
"Female customer: Let me look in my bag. [Looks in bag] No, must be in my other bag. My butterfly bag.",overheard
Barista: Oh.,overheard
"Female customer: Last year, when I was depressed, a friend of mine took all my drugs. Then I went to her place, and I said, ""Hey, can I have my drugs back?"" So she gives me this one bottle. And later I go in her bathroom, and I look in the medicine cabinet, and they're all right there. I mean, why would she leave them there? She had to know I'd just go in there and take them back.",overheard
Barista: Ah.,overheard
"Female customer: And later I went to a party--you know, that rooftop party--and someone stole all my OxyContin.",overheard
Barista: I was just kidding. I've had a stressful day.,overheard
,overheard
Girl: I really wish we had stayed. I totally would have waited in the rain and gotten wet for Beyonc&eacute;.,overheard
Guy: I didn't know you were into chicks.,overheard
"Girl: Wet from the rain, you jackass.",overheard
,overheard
"Sports enthusiast: Man, that guy was queerer than a football bat. --40th & 6th",overheard
"Queer enthusiast: My son can play football, but only if he's gay...Because, well, at least he'd be gay.",overheard
,overheard
Man: All I want is vaginal fluids. Been locked up for years upstate.,overheard
Hipster dude: It smells like dirty vagina out here.,overheard
"Amateur gynecologist: I mean, when you think about it, he's really just a big vagina with sand in it.",overheard
"Frat guy: I don't know, man...I just don't trust her vagina.",overheard
Chubby teen: I've never even touched a vagina!,overheard
Worker: They had a bet on who ate the best pussy. They get on the stage and take turns going down on her.,overheard
"Woman, to store clerk: Excuse me, do you knows where the pussy products is?",overheard
,overheard
"Drunk college kid: I had to read Grapes of Wrath . Which, by the way, has no grapes ! Pissed me off! --53rd & 7th",overheard
20-Something chick: Non fiction? That's true stuff right?,overheard
"Older sister, giving younger brother a book entitled Living in Sin: Here, this is all about you. --Barnes & Noble, Union Square",overheard
"Ghetto white dude: Yo, that nigga is like Shakespeare. Mad gangsta.",overheard
Guy: You can't talk to me for half an hour about Chaucer and then tell me you have a boyfriend.,overheard
,overheard
"Guy pedalling rickshaw, on cell: No, I can't get there. I have no bike right now. No, I'm on the train at the moment. --34th & Broadway",overheard
"Man on cell: No, I'm not outside!... I'm in the bank! ...I'm in the bank...I'm telling you, I'm in the bank --Barnes & Noble, Union Square",overheard
"Middle-Eastern dude on cell: Right now I am coming in a taxi cab from JFK Airport...Yes, well, I understand your concern, but you see, I am the taxi.",overheard
,overheard
"Small girl, pointing at an advertisement for Little Man: Look, Grandpa! He looks like a little man!...He has a penis! --189th St",overheard
Braggart: My penis is heavier than a full-sized gruyere cheese. --Red Hook,overheard
Woman: Aaah! I've got baby penises in my eye!,overheard
"Girl: Ooh, she is going to be in so much trouble. She got caught smoking cock.",overheard
,overheard
"Virgin-For-Life: Clark Kent and Kal-El are the same goddamn thing, Joey! We are having this conversation again! Jesus Christ! I'm going home! --Coney Island 20-Something Virgin-For-Life, noticing guy with Superman t-shirt: Look! That's who I wanna be when I grow up! Clark Kent! Imagine just taking a suit off and becoming a superhero.",overheard
,overheard
"Tourist: On the farm, manure smells pretty good. But in the city it just smells like horse shit. --Horse carriages, Central Park South & 5th Ave",overheard
"Man to his dog: Damn, nigga, you betta hurry up an' shit already. I got places to be!",overheard
Hipster guy: The park is open for pooping!,overheard
"Techie on cell: Yeah, you got it: I'm going to troubleshoot the crap out of it. Yeah, you heard me: troubleshoot the crap !",overheard
Dude: All the toilet paper in here is shitty!,overheard
8-year-old girl: Let's play poo-poo!,overheard
,overheard
Girl: ...because I feel like we're going out. It's just that he won't call me.,overheard
"Girl: In the last few years, every time I go away to Paris with someone, I end up breaking up with them. --San Loco, 7th St & 2nd Ave",overheard
"Sassy chick: I was having a glass of wine with him, and he didn't have anything to say to me. So I licked his ear.",overheard
Shrewd observer: That's not dating. It's called being on parole.,overheard
"Woman on cell: Well, I happen to like our Goddamn relationship, thank you very much!",overheard
,overheard
"Man, pointing at window display: That'll make a nice gift for the wife: a pair of underwear that say ""SALE"" across the ass. Classy.",overheard
Hipster chick: Quite frankly I'd rather wash all my bras tonight.,overheard
"Woman to five elderly ladies: All right, ladies, put your underwear on and let's go.",overheard
Chick on cell: So how long did it take the four of you to find your bra the next morning?,overheard
Girl on cell: I am so not letting my underwear go on a date with his underwear.,overheard
,overheard
"Very large man, pointing at a McDonald's: Where were you last night at 3 a.m. when I was craving you?",overheard
"Man wearing an ""I Heart My Heart"" shirt, to guy eating fast food: You're just aching for that heart attack, aren't you?",overheard
"Angry burger flipper: Making Big Macs is complex. It's 2 all-beef patties, special sauce, lettuce, cheese, pickles, onions, on a sesame seed bun...And then it gets even more confusing, 'cause people all have their special requests, like no special sauce. And that just throws shit off. The Whopper is so easy. It don't have shit on us.",overheard
"Asian girl, screaming into cell: I said, "" Quiero Taco Bell !""",overheard
Foreign tourist to cabbie: How much to go to K...F...C?,overheard
,overheard
"Old Jewess on cell: Carla is going to be there, too...You've met Carla...You met her the other week. She was the one with the penis.",overheard
"Considerate guy: Hey, man, don't burst his bubble. If it ain't a man, it ain't a man.",overheard
"Voice on intercom: Sir, that's the women's restroom. Sir...Sir...Stop!",overheard
"Drunk guy: Well, it was either a real ugly woman or a guy with man-boobs.",overheard
"Drunk dude to girl: Wow, you're the prettiest man I've ever seen.",overheard
"Little girl, staring at the Statue of Liberty: Who's he supposed to be?",overheard
"Young guy: ...so, technically, I'm lactating. Technically.",overheard
,overheard
Queer: Hanging out with him is like doing charity work.,overheard
"Ghetto girl to thug: You can't touch this. Keep reminiscin', mothafucka.",overheard
"Guy on cell: I'll be real with you, man. I know more than you. I know a lot more than you.",overheard
Altruist: He's really nice so I just fake it sometimes.,overheard
"Teen girl: She did ? Oh my God, she is, like, so off my top 8.",overheard
"Queer: Well, I do like the person you to be.",overheard
"Loud chick: Who knows how he lucked out into marrying her? I'm just always thinking, lady, you are , and yet you married an Ewok.",overheard
,overheard
"Black guy #1, noticing white guy walking down the street: Aw, man!",overheard
Black guy #2: There goes the neighborhood.,overheard
White guy: This is the cheapest rent in the city. You better believe my people are going to start moving here.,overheard
,overheard
"Halter-Top #1, screaming into cell: We're on 10th and One. One. One!",overheard
Halter-Top #2: Just tell him we're at 10th and,overheard
"Halter-Top #1: [Pause] Oh, First? Is that what it's called?",overheard
,overheard
Dental hygienist: What is your dissertation going to be on?,overheard
Grad student: The cultural barriers to health care for Mexican-born migrant farm workers.,overheard
"Dental hygienist: How about the cultural barriers to health care for German-American dental hygienists with $2,500 deductables, instead?",overheard
,overheard
Blonde model: I can't believe she wants President Bush at her wedding!,overheard
"Brunette model: I know. What if he says ""nuc-u-lar"" or something!?",overheard
"Blonde model: Why would he say ""nuc-u-lar"" at a wedding?",overheard
Brunette model: Helloooo? Because he's the President!,overheard
Blonde model: True...,overheard
,overheard
"Dumb blonde #1: Yeah, so, like, Photoshop is better for, like, for photos, and Illustrator is better for, like, illustrations, and InDesign is better for, like, designing stuff.",overheard
"Dumb blonde #2: Wow, I could never be a graphics person; that's so much software.",overheard
Dumb brunette: I could! I use Paint all the time!,overheard
,overheard
"Hipster #1: Man, she is so hot.",overheard
Hipster #2: Oh yeah.,overheard
Hipster #1: But sometimes she looks like a guy.,overheard
Hipster #2: True.,overheard
,overheard
"Grandpa: Honey, take off your shoes and put them on the belt.",overheard
5-Year-Old granddaughter: Me?!,overheard
"Grandpa: Yes, everyone has to take off their shoes.",overheard
Granddaughter: But ?! Really?!,overheard
